pair_number,left_group,right_group,same_group,same_family,same_formula,mean_score_correlation,median_date_score_correlation,mean_top_jaccard,mean_bottom_jaccard,complete_correlation_dates
1202,Accounting,Price,False,False,False,-0.018717635,-0.01516213,0.07691943,0.123779304,91
1203,Accounting,Trading,False,False,False,-0.0036951583,0.006505898,0.12279632,0.10109265,91
1204,Accounting,Event,False,False,False,-0.0013168781,-0.00023845135,0.0,0.014619453,88
1205,Accounting,Price,False,False,False,0.06438836,0.06802175,0.13909662,0.13151887,91
1206,Accounting,Price,False,False,False,0.090361595,0.08900262,0.15140231,0.14618847,91
1207,Accounting,Accounting,True,False,False,0.11263866,0.11501262,0.13505942,0.1878459,91
1208,Accounting,Accounting,True,False,False,0.09523998,0.09380573,0.14372249,0.18545604,91
1209,Accounting,Accounting,True,False,False,0.008687851,0.00169652,0.11815035,0.14411543,91
1210,Accounting,Accounting,True,False,False,0.006056124,-0.015969656,0.077534504,0.115866974,91
1211,Accounting,Price,False,False,False,0.014560209,0.013677896,0.11919334,0.13500628,91
1212,Accounting,Price,False,False,False,-0.027191112,-0.02970118,0.08576662,0.121913426,91
1213,Accounting,Accounting,True,False,False,0.040000506,0.04214847,0.13759625,0.09414515,68
1214,Accounting,Price,False,False,False,0.11119709,0.11393388,0.15775551,0.15066324,91
1215,Accounting,Price,False,False,False,0.112460755,0.123621084,0.1622854,0.14947559,91
1216,Accounting,Price,False,False,False,0.06728115,0.067326576,0.14416389,0.13969015,91
1217,Accounting,Price,False,False,False,0.07027369,0.06434881,0.12307205,0.15980147,91
1218,Accounting,Price,False,False,False,-0.0064265127,-0.018038822,0.11008054,0.13095866,91
1219,Accounting,Price,False,False,False,0.01496644,0.010170712,0.11498165,0.12699598,91
1220,Accounting,Price,False,False,False,-0.01893808,-0.024938159,0.11917261,0.11059715,91
1221,Accounting,Price,False,False,False,0.0036465751,0.006649378,0.12493184,0.115580454,91
1222,Accounting,Price,False,False,False,-0.009358732,-0.012631981,0.11130274,0.11437988,91
1223,Accounting,Price,False,False,False,0.0047275005,0.01199978,0.12477892,0.123054035,91
1224,Accounting,Price,False,False,False,0.10605719,0.10971536,0.14288281,0.14503138,91
1225,Accounting,Price,False,False,False,-0.11532226,-0.11886527,0.09409623,0.09704921,91
1226,Accounting,Accounting,True,False,False,0.08775055,0.08757017,0.15780103,0.13685368,91
1227,Accounting,Accounting,True,False,False,0.058737345,0.037568275,0.13929322,0.066121176,91
1228,Accounting,Accounting,True,False,False,0.00047070158,0.002865754,0.09243921,0.09010163,91
1229,Accounting,Accounting,True,False,False,0.15036179,0.15291743,0.12903099,0.10419802,91
1230,Accounting,Accounting,True,False,False,0.20055555,0.16379344,0.23540635,0.16383758,91
1231,Accounting,Accounting,True,False,False,0.20813648,0.18520619,0.24184833,0.15185757,91
1232,Accounting,Accounting,True,False,False,0.14591548,0.1691011,0.28765264,0.055649914,91
1233,Accounting,Accounting,True,False,False,0.01420932,0.06382038,0.16633596,0.057501946,91
1234,Accounting,Accounting,True,False,False,0.010962176,0.023610225,0.12178606,0.11017322,91
1235,Accounting,Accounting,True,False,False,0.03674918,0.021545786,0.10618568,0.12897527,91
1236,Accounting,Accounting,True,False,False,-0.021509249,-0.026884459,0.08586848,0.110325165,91
1237,Accounting,Price,False,False,False,0.007967329,0.021428473,0.11939249,0.118377715,91
1238,Accounting,Price,False,False,False,-0.0005711254,-0.0051125707,0.11347152,0.108218625,91
1239,Accounting,Price,False,False,False,0.0033871848,-0.0021506394,0.1142639,0.11735416,91
1240,Accounting,Price,False,False,False,0.003522963,-0.0023065235,0.11158767,0.11516199,91
1241,Accounting,Accounting,True,False,False,0.49271506,0.50639594,0.28450847,0.31177583,91
1242,Accounting,Accounting,True,False,False,0.0140110925,0.009501891,0.14406624,0.07273423,91
1243,Accounting,Event,False,False,False,-0.0022605194,-0.0029253673,0.0,0.004016509,87
1244,Accounting,Accounting,True,False,False,0.00097104,-0.0047000893,0.10425148,0.018543836,91
1245,Accounting,Price,False,False,False,-0.029330086,-0.020956509,0.08090957,0.12512667,91
1246,Accounting,Price,False,False,False,0.11119711,0.11393388,0.15775551,0.15066324,91
1247,Accounting,Price,False,False,False,-0.0033563948,-0.00318375,0.10333713,0.11843588,91
1248,Accounting,Price,False,False,False,0.0033151377,0.008717836,0.11177777,0.11455621,91
1249,Accounting,Accounting,True,False,False,0.10409847,0.10079976,0.17648388,0.12977213,91
1250,Accounting,Accounting,True,False,False,0.110332124,0.107649244,0.17613912,0.1438707,91
1251,Accounting,Accounting,True,False,False,0.030494392,0.030988628,0.11914331,0.13249166,91
1252,Accounting,Accounting,True,False,False,0.06339656,0.026771713,0.15894936,0.0,91
1253,Accounting,Trading,False,False,False,-0.020152707,-0.038040422,0.12233801,0.101710424,91
1254,Accounting,Trading,False,False,False,-0.00081797515,-0.0143022,0.09545533,0.1332972,86
1255,Accounting,Price,False,False,False,-0.028545149,-0.019704431,0.11661216,0.111991465,91
1256,Accounting,Accounting,True,False,False,0.3612236,0.36188847,0.17771709,0.0,91
1257,Accounting,Accounting,True,False,False,-0.0011424425,-0.005266479,0.109824926,0.066944964,91
1258,Accounting,Accounting,True,False,False,0.0035339168,-0.016442537,0.11891365,0.12433814,91
1259,Accounting,Accounting,True,False,False,0.05519538,0.04568369,0.18231548,0.13038035,91
1260,Accounting,Price,False,False,False,0.04139757,0.039421663,0.13446167,0.13538289,90
1261,Accounting,Trading,False,False,False,0.00010263036,-0.006461151,0.09707222,0.113116376,91
1262,Accounting,Trading,False,False,False,-0.020989483,-0.0060347067,0.11294408,0.112258404,91
1263,Accounting,Accounting,True,False,False,0.12588838,0.11454411,0.18329176,0.13724619,91
1264,Accounting,Trading,False,False,False,0.0030785387,-0.003601961,0.09910096,0.0,91
1265,Accounting,Trading,False,False,False,-0.0032041757,-0.0027689906,0.039699197,0.0,91
1266,Accounting,Trading,False,False,False,0.0047037397,-0.011888794,0.08438592,0.0,91
1267,Accounting,Accounting,True,False,False,0.23611508,0.23749934,0.16310656,0.18831083,91
1268,Accounting,Accounting,True,False,False,0.075142056,0.072897635,0.11416348,0.16659304,91
1269,Accounting,Accounting,True,False,False,0.31964538,0.3143467,0.2178385,0.23625189,91
1270,Accounting,Accounting,True,False,False,0.44366953,0.4417046,0.24358347,0.34863773,91
1271,Accounting,Accounting,True,False,False,-0.16807629,-0.16631827,0.08069711,0.106959864,91
1272,Accounting,Price,False,False,False,-0.012536646,-0.010732862,0.09086147,0.12248982,91
1273,Accounting,Price,False,False,False,-0.012536646,-0.010732862,0.09086147,0.12248982,91
1274,Accounting,Accounting,True,True,False,-0.052798133,-0.05216792,0.0,0.097853616,91
1275,Accounting,Accounting,True,False,False,0.31802186,0.31698164,0.19620998,0.22858939,91
1276,Accounting,Accounting,True,False,False,0.1766412,0.17174709,0.15623519,0.17313881,91
1277,Accounting,Accounting,True,False,False,-0.060363784,-0.06485033,0.10525671,0.10915071,91
1278,Accounting,Accounting,True,True,True,1.0,1.0,1.0,1.0,91
1279,Accounting,Accounting,True,True,False,-0.023640834,-0.018442089,0.11411406,0.12678255,91
1280,Accounting,Accounting,True,False,False,0.09791898,0.09688415,0.15397686,0.14294888,91
1281,Accounting,Accounting,True,True,False,-0.119675785,-0.11723658,0.07779065,0.112377144,91
1282,Accounting,Event,False,False,False,-0.008230983,-0.00889644,0.0020294175,0.0,71
1283,Accounting,Event,False,False,False,0.015066736,0.007408485,0.0,0.031234019,86
1284,Accounting,Event,False,False,False,0.054941792,0.052963953,0.0,0.15247376,91
1285,Accounting,Accounting,True,False,False,0.014363581,0.008976319,0.12199374,0.14251816,91
1286,Accounting,Trading,False,False,False,0.0603942,0.06573499,0.12944998,0.122375175,91
1287,Accounting,Accounting,True,False,False,-0.23245421,-0.23487678,0.07359165,0.077751145,79
1288,Accounting,Other,False,False,False,-0.13483103,-0.13505761,0.102947086,0.08296273,91
1289,Accounting,Accounting,True,False,False,0.08030115,0.079765886,0.123995684,0.13660471,91
1290,Accounting,Accounting,True,False,False,-0.28270435,-0.28371632,0.102201976,0.045016084,91
1291,Accounting,Accounting,True,False,False,0.17957671,0.17395122,0.10135263,0.19475469,91
1292,Accounting,Accounting,True,False,False,0.18784264,0.17949924,0.1472028,0.19364546,67
1293,Accounting,Accounting,True,False,False,-0.23804563,-0.23815721,0.068492524,0.08163535,91
1294,Accounting,Accounting,True,False,False,-0.028133377,-0.016881753,0.097323865,0.13769025,91
1295,Accounting,Accounting,True,False,False,-0.06029357,-0.061077792,0.08645535,0.12369002,91
1296,Accounting,Other,False,False,False,0.049261753,0.049709078,0.107447594,0.12067952,91
1297,Accounting,Other,False,False,False,0.066131905,0.06583603,0.112597875,0.12883022,91
1298,Accounting,Other,False,False,False,0.06564803,0.067696646,0.10626445,0.13203913,91
1299,Accounting,Price,False,False,False,-0.009702524,-0.00021956196,0.1016551,0.1348341,91
1300,Accounting,Price,False,False,False,0.13461775,0.1481077,0.12247334,0.15828279,91
1301,Accounting,Price,False,False,False,0.13461775,0.1481077,0.12247334,0.15828279,91
1302,Accounting,Trading,False,False,False,0.027869463,0.027358666,0.13834229,0.1101921,91
1303,Accounting,Event,False,False,False,0.022864293,0.006809647,0.0,0.021960847,88
1304,Accounting,Price,False,False,False,-0.050759777,-0.033498656,0.10042722,0.10576616,91
1305,Accounting,Price,False,False,False,-0.14729644,-0.14853038,0.07918041,0.098029055,91
1306,Accounting,Accounting,True,False,False,0.52919465,0.5296266,0.3477164,0.34186327,91
1307,Accounting,Accounting,True,False,False,0.3374145,0.33704653,0.19848748,0.24061354,91
1308,Accounting,Accounting,True,False,False,0.23455074,0.23986098,0.17019306,0.21818219,91
1309,Accounting,Accounting,True,False,False,0.3832274,0.37708923,0.18487576,0.23814866,91
1310,Accounting,Price,False,False,False,0.33858687,0.34237656,0.20090866,0.26980838,91
1311,Accounting,Price,False,False,False,0.11022321,0.11678077,0.11614086,0.15499313,91
1312,Accounting,Accounting,True,False,False,-0.3456986,-0.34699243,0.053831264,0.040634632,68
1313,Accounting,Price,False,False,False,-0.15162808,-0.13017479,0.07702296,0.10159997,91
1314,Accounting,Price,False,False,False,-0.1976944,-0.17038216,0.07219937,0.08626474,91
1315,Accounting,Price,False,False,False,-0.069765136,-0.07825323,0.09626066,0.12130405,91
1316,Accounting,Price,False,False,False,0.2799408,0.27583587,0.1623119,0.256129,91
1317,Accounting,Price,False,False,False,0.1042814,0.10769578,0.12037221,0.1647586,91
1318,Accounting,Price,False,False,False,0.04475909,0.04519434,0.113453686,0.12979393,91
1319,Accounting,Price,False,False,False,-0.06990177,-0.06409204,0.096591644,0.10963272,91
1320,Accounting,Price,False,False,False,-0.021522626,-0.0184711,0.104370266,0.11775127,91
1321,Accounting,Price,False,False,False,-0.006495503,-0.006057787,0.102984205,0.110846445,91
1322,Accounting,Price,False,False,False,-0.07331626,-0.06824774,0.09288701,0.11144109,91
1323,Accounting,Price,False,False,False,-0.13785149,-0.10830344,0.07870525,0.090674244,91
1324,Accounting,Price,False,False,False,0.14689563,0.12947567,0.15446249,0.18857488,91
1325,Accounting,Accounting,True,True,False,-0.022635926,-0.023030015,0.11870291,0.09956488,91
1326,Accounting,Accounting,True,True,False,0.10515991,0.11506531,0.17111328,0.10366773,91
1327,Accounting,Accounting,True,False,False,0.0493398,0.04553194,0.11377991,0.104222074,91
1328,Accounting,Accounting,True,False,False,-0.107708104,-0.109325476,0.062453322,0.060073968,91
1329,Accounting,Accounting,True,False,False,-0.20560284,-0.21065086,0.11015278,0.076403365,91
1330,Accounting,Accounting,True,False,False,-0.2252289,-0.23069151,0.11008294,0.068076,91
1331,Accounting,Accounting,True,False,False,-0.12006097,-0.12768671,0.10385419,0.07288303,91
1332,Accounting,Accounting,True,False,False,-0.10386384,-0.09627843,0.120599136,0.067307256,91
1333,Accounting,Accounting,True,False,False,-0.3503729,-0.35534716,0.05623678,0.04024466,91
1334,Accounting,Accounting,True,False,False,0.123609185,0.12433211,0.1591852,0.09658509,91
1335,Accounting,Accounting,True,False,False,0.11383967,0.1121823,0.14960654,0.095968194,91
1336,Accounting,Price,False,False,False,0.085241556,0.08277426,0.13713993,0.11387001,91
1337,Accounting,Price,False,False,False,0.0042687263,0.004110568,0.10753581,0.11014712,91
1338,Accounting,Price,False,False,False,0.022796193,0.0159648,0.11708706,0.121251784,91
1339,Accounting,Price,False,False,False,0.023015369,0.013487254,0.11838111,0.116457276,91
1340,Accounting,Accounting,True,False,False,-0.21441393,-0.2150843,0.0741923,0.075000614,91
1341,Accounting,Accounting,True,False,False,-0.17004892,-0.16691245,0.10407362,0.061077707,91
1342,Accounting,Event,False,False,False,-0.0023112937,-0.004736542,0.0,0.005444728,87
1343,Accounting,Accounting,True,False,False,-0.15153931,-0.15788648,0.117151156,0.015239697,91
1344,Accounting,Price,False,False,False,0.12781297,0.13504487,0.11677904,0.16853234,91
1345,Accounting,Price,False,False,False,-0.15162805,-0.13017479,0.07702296,0.10159997,91
1346,Accounting,Price,False,False,False,0.024155995,0.031109495,0.118424796,0.114229426,91
1347,Accounting,Price,False,False,False,0.01989412,0.02117425,0.11509888,0.116489075,91
1348,Accounting,Accounting,True,False,False,-0.43367636,-0.44037357,0.06751633,0.054192636,91
1349,Accounting,Accounting,True,False,False,-0.30157283,-0.3039399,0.08914398,0.063010685,91
1350,Accounting,Accounting,True,False,False,0.24109937,0.24238873,0.19956523,0.22789073,91
1351,Accounting,Accounting,True,False,False,0.083623745,0.08871832,0.1784755,0.0,91
1352,Accounting,Trading,False,False,False,-0.051487666,-0.04123133,0.082498245,0.1049471,91
1353,Accounting,Trading,False,False,False,0.07188415,0.092377566,0.09734131,0.15836997,86
1354,Accounting,Price,False,False,False,0.011454656,0.012109675,0.11820832,0.13503303,91
1355,Accounting,Accounting,True,False,False,-0.20876808,-0.2062416,0.062235806,0.0,91
1356,Accounting,Accounting,True,False,False,-0.049095318,-0.06354261,0.13492921,0.08212495,91
1357,Accounting,Accounting,True,False,False,0.019984838,0.015484336,0.12627412,0.12333612,91
1358,Accounting,Accounting,True,False,False,0.13052988,0.13299425,0.16088848,0.17992416,91
1359,Accounting,Price,False,False,False,-0.038203467,-0.031287152,0.11096595,0.116453044,90
1360,Accounting,Trading,False,False,False,-0.0070933606,-0.012522937,0.118265614,0.10379086,91
1361,Accounting,Trading,False,False,False,-0.002741962,0.006175876,0.11212811,0.1144703,91
1362,Accounting,Accounting,True,True,False,0.009772061,0.010375497,0.1385475,0.11830345,91
1363,Accounting,Trading,False,False,False,-0.054038797,-0.053370956,0.082172945,0.0,91
1364,Accounting,Trading,False,False,False,-0.013853406,-0.0022836577,0.03697201,0.0,91
1365,Accounting,Trading,False,False,False,-0.047222473,-0.04893029,0.070137806,0.0,91
1366,Accounting,Accounting,True,True,False,0.04686259,0.048337072,0.11713724,0.1413269,91
1367,Accounting,Accounting,True,False,False,0.18165779,0.179282,0.14862567,0.15818903,91
1368,Accounting,Accounting,True,False,False,0.13219297,0.12555099,0.12945475,0.17209838,91
1369,Accounting,Accounting,True,False,False,-0.048130203,-0.04944923,0.1090068,0.11669309,91
1370,Accounting,Price,False,False,False,-0.006441015,-0.004041053,0.11027321,0.12000571,91
1371,Accounting,Price,False,False,False,-0.006441015,-0.004041053,0.11027321,0.12000571,91
1372,Accounting,Accounting,True,False,False,0.06324834,0.062292345,0.0,0.13376987,91
1373,Accounting,Accounting,True,False,False,0.5706278,0.56644654,0.32790285,0.41360605,91
1374,Accounting,Accounting,True,False,False,0.30467743,0.3058617,0.21379702,0.25284016,91
1375,Accounting,Accounting,True,False,False,-0.08623232,-0.09496892,0.10871535,0.10672699,91
1376,Accounting,Accounting,True,False,False,0.23611508,0.23749934,0.16310656,0.18831083,91
1377,Accounting,Accounting,True,False,False,0.17812423,0.17501028,0.17364721,0.19025214,91
1378,Accounting,Accounting,True,True,False,0.00055181765,-0.005840345,0.123619206,0.09888574,91
1379,Accounting,Accounting,True,False,False,0.16762842,0.171426,0.13540545,0.1779843,91
1380,Accounting,Event,False,False,False,0.0016537007,0.003217976,0.0021242788,0.0,71
1381,Accounting,Event,False,False,False,0.0077363746,0.0030629134,0.0,0.03175991,86
1382,Accounting,Event,False,False,False,0.010432368,0.01721485,0.0,0.12836492,91
1383,Accounting,Accounting,True,False,False,0.053684965,0.051258508,0.13304378,0.14872709,91
1384,Accounting,Trading,False,False,False,0.032695964,0.029439954,0.13848293,0.105197385,91
1385,Accounting,Accounting,True,False,False,-0.08289919,-0.095168136,0.106848605,0.09514438,79
1386,Accounting,Other,False,False,False,-0.06597166,-0.07027843,0.10183375,0.08702152,91
1387,Accounting,Accounting,True,False,False,0.053221382,0.047395334,0.118147306,0.116457865,91
1388,Accounting,Accounting,True,False,False,-0.14191349,-0.14099279,0.10361185,0.05852377,91
1389,Accounting,Accounting,True,True,False,0.14395067,0.15403639,0.08733059,0.14946353,91
1390,Accounting,Accounting,True,True,False,0.11407985,0.11165241,0.13373475,0.16359963,67
1391,Accounting,Accounting,True,False,False,-0.10419728,-0.10081923,0.07830457,0.09646925,91
1392,Accounting,Accounting,True,False,False,0.3995956,0.40706316,0.24290787,0.26671985,91
1393,Accounting,Accounting,True,False,False,-0.043204173,-0.041493695,0.101232916,0.117174245,91
1394,Accounting,Other,False,False,False,0.00894572,0.0066299415,0.0959767,0.09905089,91
1395,Accounting,Other,False,False,False,0.038834833,0.03373862,0.0882949,0.12171871,91
1396,Accounting,Other,False,False,False,0.02134919,0.02045374,0.0939654,0.11192789,91
1397,Accounting,Price,False,False,False,0.037709747,0.033140402,0.09464563,0.13054386,91
1398,Accounting,Price,False,False,False,0.09180459,0.07482796,0.09090119,0.13930808,91
1399,Accounting,Price,False,False,False,0.09180459,0.07482796,0.09090119,0.13930808,91
1400,Accounting,Trading,False,False,False,0.01002148,0.013013702,0.14437605,0.09731046,91
1401,Accounting,Event,False,False,False,0.008438911,0.0029443789,0.0,0.017881753,88
1402,Accounting,Price,False,False,False,-0.021525659,-0.021135287,0.10378644,0.10338263,91
1403,Accounting,Price,False,False,False,-0.046589706,-0.043055117,0.098838575,0.11312549,91
1404,Accounting,Accounting,True,True,False,0.3272824,0.33583972,0.22682877,0.23086928,91
1405,Accounting,Accounting,True,True,False,0.65059143,0.6496801,0.42692083,0.38236338,91
1406,Accounting,Accounting,True,True,False,0.8155328,0.81901306,0.6173164,0.41724193,91
1407,Accounting,Accounting,True,False,False,0.09496475,0.112480566,0.08072904,0.10473073,91
1408,Accounting,Price,False,False,False,0.13824748,0.14012922,0.15635698,0.16998829,91
1409,Accounting,Price,False,False,False,0.07008723,0.07971369,0.09819312,0.14517021,91
1410,Accounting,Accounting,True,False,False,-0.1925917,-0.19168559,0.07597663,0.054815035,68
1411,Accounting,Price,False,False,False,-0.037752207,-0.03471098,0.10177795,0.11461458,91
1412,Accounting,Price,False,False,False,-0.06180596,-0.05774748,0.10001128,0.10722818,91
1413,Accounting,Price,False,False,False,-0.0078440355,-0.014704368,0.11287178,0.12163702,91
1414,Accounting,Price,False,False,False,0.13791724,0.13524331,0.14104927,0.17839113,91
1415,Accounting,Price,False,False,False,0.062867984,0.06284267,0.11383306,0.14915994,91
1416,Accounting,Price,False,False,False,0.013483773,0.009212512,0.12032146,0.12272271,91
1417,Accounting,Price,False,False,False,-0.032837253,-0.03041083,0.10986329,0.11644734,91
1418,Accounting,Price,False,False,False,-0.01269675,-0.0099334875,0.11929747,0.121768326,91
1419,Accounting,Price,False,False,False,-0.0055207834,-0.010923181,0.116164416,0.113243,91
1420,Accounting,Price,False,False,False,-0.040061466,-0.03917299,0.101635,0.115558825,91
1421,Accounting,Price,False,False,False,-0.026134722,-0.016096566,0.0932713,0.10837741,91
1422,Accounting,Price,False,False,False,0.033685513,0.025939154,0.12535968,0.14310496,91
1423,Accounting,Accounting,True,False,False,0.08790993,0.08490692,0.14624608,0.1569911,91
1424,Accounting,Accounting,True,False,False,0.024441049,0.019528996,0.09995988,0.05740166,91
1425,Accounting,Accounting,True,False,False,0.045195617,0.049881406,0.082832925,0.085297264,91
1426,Accounting,Accounting,True,False,False,-0.03543949,-0.037626207,0.08278392,0.060298547,91
1427,Accounting,Accounting,True,False,False,-0.06824201,-0.06864358,0.09876511,0.09589626,91
1428,Accounting,Accounting,True,False,False,-0.097448654,-0.09135631,0.1001812,0.08160307,91
1429,Accounting,Accounting,True,False,False,-0.18815292,-0.16769524,0.1280478,0.03636355,91
1430,Accounting,Accounting,True,False,False,-0.10060086,-0.098446704,0.11319271,0.051539615,91
1431,Accounting,Accounting,True,False,False,-0.089771524,-0.08654921,0.1051751,0.08144858,91
1432,Accounting,Accounting,True,False,False,0.14097661,0.14016369,0.14165267,0.16969566,91
1433,Accounting,Accounting,True,False,False,0.065016344,0.06026596,0.118769124,0.13485138,91
1434,Accounting,Price,False,False,False,0.03167994,0.027201328,0.15855291,0.107792705,91
1435,Accounting,Price,False,False,False,0.015137024,0.015936168,0.111927874,0.11433202,91
1436,Accounting,Price,False,False,False,0.013179289,0.013295632,0.11089961,0.119085364,91
1437,Accounting,Price,False,False,False,0.014000567,0.011951373,0.107821,0.11570887,91
1438,Accounting,Accounting,True,False,False,-0.17201716,-0.17771563,0.097848885,0.092167154,91
1439,Accounting,Accounting,True,False,False,-0.14982255,-0.17262734,0.11457024,0.053345766,91
1440,Accounting,Event,False,False,False,-0.013139774,-0.012130353,0.0,0.0041410676,87
1441,Accounting,Accounting,True,False,False,-0.12706472,-0.1551634,0.118317686,0.014011032,91
1442,Accounting,Price,False,False,False,0.08662074,0.10510588,0.09432893,0.15008287,91
1443,Accounting,Price,False,False,False,-0.037752207,-0.03471127,0.10177795,0.11461458,91
1444,Accounting,Price,False,False,False,0.0073417267,0.0050977524,0.101362236,0.114793435,91
1445,Accounting,Price,False,False,False,0.00673856,0.0047567314,0.10539476,0.11827538,91
1446,Accounting,Accounting,True,False,False,-0.14642951,-0.14440194,0.09153095,0.07866542,91
1447,Accounting,Accounting,True,False,False,-0.08835236,-0.08900427,0.093218826,0.08880463,91
1448,Accounting,Accounting,True,False,False,0.0426584,0.0426037,0.11017724,0.13374665,91
1449,Accounting,Accounting,True,False,False,0.04074936,0.03455882,0.116561264,0.0,91
1450,Accounting,Trading,False,False,False,-0.015150505,-0.004534166,0.10214679,0.11605403,91
1451,Accounting,Trading,False,False,False,0.06782302,0.081344694,0.08750033,0.16235188,86
1452,Accounting,Price,False,False,False,-0.008453608,-0.0054733655,0.11433503,0.12717219,91
1453,Accounting,Accounting,True,False,False,-0.18437515,-0.19992572,0.08063098,0.0,91
1454,Accounting,Accounting,True,False,False,-0.08173293,-0.089802705,0.109880604,0.05840147,91
1455,Accounting,Accounting,True,False,False,-0.0009049839,0.0041774292,0.122033976,0.10864002,91
1456,Accounting,Accounting,True,False,False,0.14887737,0.14816123,0.15200642,0.1945375,91
1457,Accounting,Price,False,False,False,-0.0010943628,-0.0038530622,0.113828756,0.12440972,90
1458,Accounting,Trading,False,False,False,0.0014460008,0.0054868152,0.08671898,0.121138595,91
1459,Accounting,Trading,False,False,False,-0.0014753876,0.0051467097,0.12521647,0.12063561,91
1460,Accounting,Accounting,True,False,False,0.06764058,0.056223582,0.13230471,0.15669662,91
1461,Accounting,Trading,False,False,False,-0.035397798,-0.045809355,0.10749534,0.0,91
1462,Accounting,Trading,False,False,False,-0.013637971,-0.008652929,0.043234505,0.0,91
1463,Accounting,Trading,False,False,False,-0.032439664,-0.03939767,0.09122802,0.0,91
1464,Accounting,Accounting,True,False,False,0.08756137,0.08625113,0.12874153,0.16220072,91
1465,Accounting,Accounting,True,False,False,-2.6006723e-05,-0.0023470875,0.12058163,0.13396184,91
1466,Accounting,Accounting,True,False,False,-0.06120758,-0.05752246,0.09734994,0.09609975,91
1467,Accounting,Price,False,False,False,0.0081611425,0.0078636,0.12215239,0.1174459,91
1468,Accounting,Price,False,False,False,0.0081611425,0.0078636,0.12215239,0.1174459,91
1469,Accounting,Accounting,True,False,False,0.040813725,0.035367545,0.0,0.13611373,91
1470,Accounting,Accounting,True,False,False,0.07416677,0.07617781,0.12987171,0.15739772,91
1471,Accounting,Accounting,True,False,False,0.08568986,0.081127726,0.12818769,0.1612335,91
1472,Accounting,Accounting,True,False,False,-0.033717148,-0.028004287,0.11412417,0.10853497,91
1473,Accounting,Accounting,True,False,False,0.075142056,0.072897635,0.11416348,0.16659304,91
1474,Accounting,Accounting,True,False,False,0.05960383,0.063100465,0.1200522,0.1480765,91
1475,Accounting,Accounting,True,True,False,0.012160351,0.016230576,0.119633935,0.12735291,91
1476,Accounting,Accounting,True,False,False,0.040661976,0.037101697,0.12232526,0.13969196,91
1477,Accounting,Event,False,False,False,-0.006161905,-0.009295263,0.002400376,0.0,69
1478,Accounting,Event,False,False,False,-0.016068093,-0.0016777082,0.0,0.024816602,86
1479,Accounting,Event,False,False,False,-0.04058824,-0.034647223,0.0,0.110031,91
1480,Accounting,Accounting,True,False,False,0.0073885336,0.01084661,0.11951256,0.12991244,91
1481,Accounting,Trading,False,False,False,0.030026745,0.02329586,0.13311744,0.105874054,91
1482,Accounting,Accounting,True,False,False,-0.04597364,-0.037327465,0.11020536,0.10276256,79
1483,Accounting,Other,False,False,False,0.010822065,0.010639422,0.12733093,0.099551275,91
1484,Accounting,Accounting,True,False,False,0.005987448,0.005112071,0.113448225,0.10759026,91
1485,Accounting,Accounting,True,False,False,-0.10852781,-0.114820525,0.077679485,0.10260535,91
1486,Accounting,Accounting,True,True,False,0.23610662,0.22594842,0.1020661,0.21260327,91
1487,Accounting,Accounting,True,True,False,0.48270684,0.4760734,0.18188334,0.42329264,67
1488,Accounting,Accounting,True,False,False,-0.09701904,-0.098565295,0.1108176,0.091686964,91
1489,Accounting,Accounting,True,False,False,-0.061529677,-0.043161493,0.10854584,0.10725384,91
1490,Accounting,Accounting,True,False,False,0.0027930357,-0.00076800375,0.12565958,0.13212726,91
1491,Accounting,Other,False,False,False,0.09673543,0.09669505,0.1487699,0.11611722,91
1492,Accounting,Other,False,False,False,0.09873323,0.10156179,0.16064596,0.11593193,91
1493,Accounting,Other,False,False,False,0.08219669,0.08614642,0.13960838,0.115817785,91
1494,Accounting,Price,False,False,False,-0.025493622,-0.025779147,0.09450684,0.12713884,91
1495,Accounting,Price,False,False,False,-0.010750825,-0.0077706007,0.08643898,0.13174489,91
1496,Accounting,Price,False,False,False,-0.010750825,-0.0077706007,0.08643898,0.13174489,91
1497,Accounting,Trading,False,False,False,0.032394394,0.02722158,0.13580905,0.10084106,91
1498,Accounting,Event,False,False,False,-0.0044719237,-0.0013426439,0.0,0.01557651,88
1499,Accounting,Price,False,False,False,0.033274416,0.051022593,0.121416084,0.11339012,91
1500,Accounting,Price,False,False,False,-0.042184588,-0.04341248,0.10921882,0.10605918,91
1501,Accounting,Accounting,True,True,False,0.09509837,0.09676166,0.123600416,0.17622489,91
1502,Accounting,Accounting,True,True,False,0.108569086,0.10442724,0.12664466,0.1706876,91
1503,Accounting,Accounting,True,True,False,0.062495295,0.062334023,0.12543324,0.15705839,91
1504,Accounting,Accounting,True,False,False,-0.003660184,-0.008376778,0.115957186,0.12551966,91
1505,Accounting,Price,False,False,False,0.0568415,0.059084244,0.12455064,0.14427328,91
1506,Accounting,Price,False,False,False,-0.010568195,-0.01175945,0.09648561,0.13467197,91
1507,Accounting,Accounting,True,False,False,-0.025555426,-0.027372442,0.11825448,0.087708406,68
1508,Accounting,Price,False,False,False,-0.03586826,-0.03512467,0.10913629,0.11150741,91
1509,Accounting,Price,False,False,False,-0.039354976,-0.039252743,0.11052166,0.10727774,91
1510,Accounting,Price,False,False,False,-0.010408787,-0.01561502,0.111636624,0.120833084,91
1511,Accounting,Price,False,False,False,0.026117364,0.020756941,0.11643006,0.14442445,91
