pair_number,left_group,right_group,same_group,same_family,same_formula,mean_score_correlation,median_date_score_correlation,mean_top_jaccard,mean_bottom_jaccard,complete_correlation_dates
1,Accounting,Accounting,True,True,False,0.998505,0.9985973,0.93127525,0.94828343,91
2,Accounting,Accounting,True,False,False,0.08468326,0.08869459,0.133199,0.16332252,91
3,Accounting,Price,False,False,False,-0.0026011365,-0.00436257,0.099440984,0.1134756,91
4,Accounting,Price,False,False,False,0.0013057025,0.0037356783,0.11477162,0.117434844,91
5,Accounting,Trading,False,False,False,0.019277398,0.017265575,0.12567648,0.12283499,91
6,Accounting,Price,False,False,False,0.085302845,0.10376574,0.13226755,0.12428294,91
7,Accounting,Trading,False,False,False,0.046994776,0.06620202,0.14530466,0.09549033,91
8,Accounting,Accounting,True,False,False,-0.14474308,-0.15503848,0.09526836,0.068805106,91
9,Accounting,Accounting,True,False,False,-0.028708883,-0.03732129,0.132029,0.0813284,91
10,Accounting,Accounting,True,False,False,0.18448627,0.18569611,0.19498372,0.19505572,91
11,Accounting,Accounting,True,False,False,0.051410742,0.03826874,0.18007503,0.13125212,91
12,Accounting,Accounting,True,False,False,0.12118987,0.12230209,0.15019193,0.18652003,91
13,Accounting,Accounting,True,False,False,0.14391714,0.1459037,0.14502998,0.19982061,91
14,Accounting,Accounting,True,False,False,-0.060766928,-0.061104383,0.10397698,0.11435603,91
15,Accounting,Accounting,True,False,False,0.007937658,0.015653208,0.12782525,0.12575452,91
16,Accounting,Accounting,True,False,False,0.08756633,0.08641624,0.12854183,0.164755,91
17,Accounting,Accounting,True,False,False,-0.013819143,-0.010174724,0.1667732,0.1011426,91
18,Accounting,Price,False,False,False,0.006134397,0.0072751422,0.10810698,0.122746445,91
19,Accounting,Price,False,False,False,0.006134397,0.0072751422,0.10810698,0.122746445,91
20,Accounting,Accounting,True,False,False,0.05843315,0.03874974,0.0,0.11801642,91
21,Accounting,Accounting,True,False,False,0.14995499,0.15398808,0.14473884,0.21433687,91
22,Accounting,Accounting,True,False,False,-0.05882257,-0.048098806,0.09299714,0.13292873,91
23,Accounting,Accounting,True,False,False,0.05892216,0.052962594,0.15793833,0.118921325,91
24,Accounting,Accounting,True,False,False,0.12118987,0.12230209,0.15019193,0.18652003,91
25,Accounting,Accounting,True,False,False,0.020226793,0.012288585,0.132141,0.12590098,91
26,Accounting,Accounting,True,False,False,0.044856183,0.053062323,0.114218324,0.1358015,91
27,Accounting,Accounting,True,False,False,-0.00866222,-0.0066518346,0.11592955,0.12678118,91
28,Accounting,Event,False,False,False,0.011929763,0.007253554,0.0043162853,0.0,71
29,Accounting,Event,False,False,False,0.018716432,0.0048466977,0.0,0.033760175,86
30,Accounting,Event,False,False,False,0.15163937,0.15575902,0.0,0.17549238,91
31,Accounting,Accounting,True,False,False,0.15533143,0.14730674,0.18285877,0.16139004,91
32,Accounting,Trading,False,False,False,0.02452452,0.045974776,0.115617394,0.11339955,91
33,Accounting,Accounting,True,False,False,-0.09117004,-0.096289344,0.11992749,0.07667365,79
34,Accounting,Other,False,False,False,-0.047070477,-0.060634676,0.118266955,0.08029718,91
35,Accounting,Accounting,True,False,False,-0.01877856,-0.0146046635,0.10882427,0.113078065,91
36,Accounting,Accounting,True,False,False,0.056164656,0.029776113,0.19543132,0.08209154,91
37,Accounting,Accounting,True,False,False,-0.27845806,-0.3129933,0.05602776,0.07776014,91
38,Accounting,Accounting,True,False,False,-0.1444018,-0.15232567,0.068704344,0.11671281,67
39,Accounting,Accounting,True,False,False,0.34032252,0.3434737,0.21312508,0.23923251,91
40,Accounting,Accounting,True,False,False,0.094669685,0.0757408,0.16869329,0.14428896,91
41,Accounting,Accounting,True,False,False,-0.023219476,-0.029023802,0.1259661,0.1076879,91
42,Accounting,Other,False,False,False,-0.056523982,-0.055982694,0.08867207,0.1012718,91
43,Accounting,Other,False,False,False,-0.031592757,-0.033469364,0.103802495,0.100574486,91
44,Accounting,Other,False,False,False,-0.042117197,-0.046167657,0.09606397,0.09947452,91
45,Accounting,Price,False,False,False,-0.024039159,-0.033330426,0.10570156,0.11099566,91
46,Accounting,Price,False,False,False,-0.012084683,0.005222614,0.09261609,0.11767509,91
47,Accounting,Price,False,False,False,-0.012084683,0.005222614,0.09261609,0.11767509,91
48,Accounting,Trading,False,False,False,0.032610238,0.043207124,0.12601683,0.110241994,91
49,Accounting,Event,False,False,False,0.0047829757,0.003407309,0.0,0.016780611,88
50,Accounting,Price,False,False,False,-0.019119062,-0.018492851,0.119274996,0.10339108,91
51,Accounting,Price,False,False,False,-0.033093978,-0.03888994,0.12090159,0.10232672,91
52,Accounting,Accounting,True,False,False,0.08468326,0.08869459,0.133199,0.16332252,91
53,Accounting,Accounting,True,False,False,0.03804996,0.04440386,0.14262396,0.14656365,91
54,Accounting,Accounting,True,False,False,0.1099189,0.09500277,0.14563107,0.16890277,91
55,Accounting,Accounting,True,False,False,0.0959394,0.101587035,0.11034628,0.17208831,91
56,Accounting,Price,False,False,False,0.06690159,0.068222776,0.12797768,0.16654044,91
57,Accounting,Price,False,False,False,-0.022084244,-0.025546025,0.090486355,0.123113625,91
58,Accounting,Accounting,True,False,False,-0.016151536,-0.012169411,0.13049798,0.07934993,68
59,Accounting,Price,False,False,False,-0.04228385,-0.041024145,0.12005018,0.09979862,91
60,Accounting,Price,False,False,False,-0.04539816,-0.045240846,0.12288629,0.094983,91
61,Accounting,Price,False,False,False,-0.02823891,-0.024193497,0.12087397,0.10758729,91
62,Accounting,Price,False,False,False,0.046733987,0.03774142,0.11666975,0.16165695,91
63,Accounting,Price,False,False,False,0.0039787223,0.011176711,0.112486,0.1363889,91
64,Accounting,Price,False,False,False,-0.035643246,-0.05416817,0.10381402,0.11395402,91
65,Accounting,Price,False,False,False,-0.014711943,-0.016668905,0.118319206,0.10913504,91
66,Accounting,Price,False,False,False,-0.0033844055,-0.014379742,0.11629789,0.114349656,91
67,Accounting,Price,False,False,False,0.008185904,0.013494754,0.11704497,0.118198,91
68,Accounting,Price,False,False,False,-0.016728928,-0.014708447,0.119272746,0.108207144,91
69,Accounting,Price,False,False,False,-0.041594934,-0.04926558,0.111449756,0.098656476,91
70,Accounting,Price,False,False,False,0.035858788,0.039833978,0.12813771,0.1390754,91
71,Accounting,Accounting,True,False,False,0.19824365,0.19825707,0.19903609,0.14993702,91
72,Accounting,Accounting,True,False,False,0.083966546,0.08164073,0.14346007,0.052951146,91
73,Accounting,Accounting,True,False,False,-0.0242022,-0.02609169,0.1154301,0.094720736,91
74,Accounting,Accounting,True,False,False,-0.08865462,-0.09016648,0.0784429,0.0572571,91
75,Accounting,Accounting,True,False,False,-0.0012975424,-0.004815297,0.18289758,0.07814941,91
76,Accounting,Accounting,True,False,False,0.026519686,0.01654115,0.19017762,0.07467171,91
77,Accounting,Accounting,True,False,False,0.07162048,0.057231568,0.18291062,0.099990696,91
78,Accounting,Accounting,True,False,False,0.03838603,0.0017971508,0.1595212,0.086687766,91
79,Accounting,Accounting,True,False,False,-0.16013151,-0.18710442,0.08585148,0.07018816,91
80,Accounting,Accounting,True,True,False,0.8752407,0.8794751,0.38889727,0.47765204,91
81,Accounting,Accounting,True,True,False,0.62608063,0.6251429,0.26162484,0.32094142,91
82,Accounting,Price,False,False,False,0.06172149,0.10186325,0.11518601,0.14435914,91
83,Accounting,Price,False,False,False,0.0074204546,0.015907828,0.11572292,0.111674465,91
84,Accounting,Price,False,False,False,-0.0064592357,-0.0060995757,0.09949787,0.1131286,91
85,Accounting,Price,False,False,False,-0.006314096,-0.005326073,0.09708234,0.11339018,91
86,Accounting,Accounting,True,False,False,0.037853304,0.031390883,0.13861446,0.089579925,91
87,Accounting,Accounting,True,False,False,0.010151956,-0.0118735125,0.13624528,0.082138814,91
88,Accounting,Event,False,False,False,0.010761107,0.01820975,0.0,0.0071453326,87
89,Accounting,Accounting,True,False,False,0.022717448,0.008691607,0.12152996,0.02275988,91
90,Accounting,Price,False,False,False,-0.026610963,-0.03661801,0.08802112,0.12581901,91
91,Accounting,Price,False,False,False,-0.042283826,-0.041024145,0.12005018,0.09979862,91
92,Accounting,Price,False,False,False,-0.00229808,0.005040852,0.10772166,0.11639387,91
93,Accounting,Price,False,False,False,-0.0009732397,-9.646757e-05,0.109340206,0.11431565,91
94,Accounting,Accounting,True,False,False,-0.124274924,-0.12825315,0.13347875,0.06389594,91
95,Accounting,Accounting,True,False,False,-0.10124343,-0.09297956,0.14499599,0.06702131,91
96,Accounting,Accounting,True,False,False,-0.012646544,-0.020943537,0.10445061,0.11475027,91
97,Accounting,Accounting,True,False,False,0.13891634,0.13201436,0.16815037,0.0,91
98,Accounting,Trading,False,False,False,-0.06154451,-0.10352497,0.104810126,0.101084396,91
99,Accounting,Trading,False,False,False,-0.01710895,-0.034906734,0.10733244,0.12643528,86
100,Accounting,Price,False,False,False,-0.01356166,-0.011024614,0.11917939,0.11566204,91
101,Accounting,Accounting,True,False,False,0.032762878,0.03553561,0.099612154,0.0,91
102,Accounting,Accounting,True,False,False,0.18393108,0.193358,0.16035883,0.13663986,91
103,Accounting,Accounting,True,False,False,-0.016406529,-0.04279345,0.12069767,0.11235328,91
104,Accounting,Accounting,True,True,False,0.998505,0.9985973,0.93127525,0.94828343,91
105,Accounting,Price,False,False,False,-0.009815424,-0.008101282,0.12200788,0.11115789,90
106,Accounting,Trading,False,False,False,-0.003883382,0.014236124,0.09072296,0.1223269,91
107,Accounting,Trading,False,False,False,-0.009830646,-0.00457971,0.11255238,0.11737071,91
108,Accounting,Accounting,True,False,False,0.25403798,0.2542598,0.21685821,0.15262409,91
109,Accounting,Trading,False,False,False,-0.011883799,-0.022176806,0.090305045,0.0,91
110,Accounting,Trading,False,False,False,-0.011773277,-0.007830847,0.036470786,0.0,91
111,Accounting,Trading,False,False,False,-0.0133015085,-0.017765176,0.07581313,0.0,91
112,Accounting,Accounting,True,False,False,0.10448472,0.110371806,0.15273485,0.1588671,103
113,Accounting,Price,False,False,False,-0.0070485934,-0.0077541685,0.1014667,0.114688605,103
114,Accounting,Price,False,False,False,0.0013345819,0.00018822447,0.11327868,0.11583924,103
115,Accounting,Trading,False,False,False,0.013038944,0.012838119,0.12518156,0.12038888,103
116,Accounting,Price,False,False,False,0.086724125,0.107654795,0.13275877,0.12661992,103
117,Accounting,Trading,False,False,False,0.040968228,0.05013647,0.14343399,0.09642314,103
118,Accounting,Accounting,True,False,False,-0.14645113,-0.15444411,0.09476033,0.06938169,103
119,Accounting,Accounting,True,False,False,-0.033943035,-0.045305602,0.12792,0.08193683,103
120,Accounting,Accounting,True,False,False,0.20233762,0.20253354,0.20006922,0.19135825,91
121,Accounting,Accounting,True,False,False,0.05519538,0.04568369,0.18231548,0.13038035,91
122,Accounting,Accounting,True,False,False,0.13052988,0.13299425,0.16088848,0.17992416,91
123,Accounting,Accounting,True,False,False,0.14887737,0.14816123,0.15200642,0.1945375,91
124,Accounting,Accounting,True,False,False,-0.054429587,-0.05212458,0.10401695,0.1139032,91
125,Accounting,Accounting,True,False,False,0.019678907,0.024402164,0.13387121,0.11722956,91
126,Accounting,Accounting,True,False,False,0.09050039,0.08949761,0.13095753,0.16120139,91
127,Accounting,Accounting,True,False,False,-0.015678618,-0.006486472,0.1638397,0.098850094,91
128,Accounting,Price,False,False,False,0.0046610152,0.0071839485,0.10810233,0.12133742,103
129,Accounting,Price,False,False,False,0.0046610152,0.0071839485,0.10810233,0.12133742,103
130,Accounting,Accounting,True,False,False,0.06250529,0.046326865,0.0,0.124990955,103
131,Accounting,Accounting,True,False,False,0.17078224,0.17354038,0.1547482,0.20865054,91
132,Accounting,Accounting,True,False,False,-0.04337487,-0.03362256,0.09936534,0.1274169,91
133,Accounting,Accounting,True,False,False,0.051823206,0.05019971,0.15331599,0.11446693,91
134,Accounting,Accounting,True,False,False,0.13052988,0.13299425,0.16088848,0.17992416,91
135,Accounting,Accounting,True,False,False,0.037129343,0.034034103,0.13987847,0.12134464,91
136,Accounting,Accounting,True,False,False,0.04921055,0.055599313,0.11591195,0.13144149,91
137,Accounting,Accounting,True,False,False,0.0019314897,0.00064557034,0.116837755,0.12154183,91
138,Accounting,Event,False,False,False,0.017072946,0.007387237,0.0076238853,0.008990162,87
139,Accounting,Event,False,False,False,0.014461667,0.0013505853,0.0,0.0295961,97
140,Accounting,Event,False,False,False,0.14024338,0.13056852,3.5498128e-05,0.15790406,98
141,Accounting,Accounting,True,False,False,0.15554899,0.14814675,0.17828786,0.16296874,91
142,Accounting,Trading,False,False,False,0.02321644,0.042465333,0.11901467,0.10944185,103
143,Accounting,Accounting,True,False,False,-0.09315701,-0.096391805,0.11749437,0.0773901,79
144,Accounting,Other,False,False,False,-0.05500433,-0.07852521,0.11483432,0.07823003,103
145,Accounting,Accounting,True,False,False,-0.0132711185,-0.006409006,0.11085705,0.112871885,103
146,Accounting,Accounting,True,False,False,0.054809622,0.024100691,0.19429559,0.08481137,103
147,Accounting,Accounting,True,False,False,-0.28020716,-0.30920446,0.058254074,0.07544715,103
148,Accounting,Accounting,True,False,False,-0.12958975,-0.14655669,0.071287796,0.11706299,67
149,Accounting,Accounting,True,False,False,0.33664373,0.3365671,0.20005818,0.23802078,91
150,Accounting,Accounting,True,False,False,0.10692486,0.08313437,0.16803938,0.1466398,91
151,Accounting,Accounting,True,False,False,-0.022983663,-0.025574958,0.12325678,0.10779615,91
152,Accounting,Other,False,False,False,-0.058709674,-0.05828869,0.08930563,0.10014768,92
153,Accounting,Other,False,False,False,-0.03356978,-0.036396068,0.10380686,0.09918051,92
154,Accounting,Other,False,False,False,-0.043822292,-0.04662516,0.09593127,0.098730065,92
155,Accounting,Price,False,False,False,-0.014726139,-0.018062185,0.10694761,0.11443552,103
156,Accounting,Price,False,False,False,-0.0013463298,0.011183602,0.09595722,0.122177154,103
157,Accounting,Price,False,False,False,-0.0013463298,0.011183602,0.09595722,0.122177154,103
158,Accounting,Trading,False,False,False,0.029051606,0.043543085,0.12809145,0.10631145,103
159,Accounting,Event,False,False,False,0.009134532,0.013178405,0.0,0.025600675,100
160,Accounting,Price,False,False,False,-0.014168886,-0.012197434,0.11929137,0.104864165,103
161,Accounting,Price,False,False,False,-0.02458854,-0.026112359,0.1197786,0.105067305,103
162,Accounting,Accounting,True,False,False,0.10448472,0.110371806,0.15273485,0.1588671,103
163,Accounting,Accounting,True,False,False,0.057719357,0.06383496,0.15152478,0.1432072,91
164,Accounting,Accounting,True,False,False,0.13054599,0.12464224,0.15164725,0.16651446,91
165,Accounting,Accounting,True,False,False,0.09821148,0.10189674,0.10989623,0.17382278,103
166,Accounting,Price,False,False,False,0.07714534,0.07113451,0.13504921,0.16232978,103
167,Accounting,Price,False,False,False,-0.01618617,-0.013028102,0.09326984,0.12460504,103
168,Accounting,Accounting,True,False,False,-0.020500436,-0.01244764,0.1231613,0.08237745,68
169,Accounting,Price,False,False,False,-0.031157045,-0.029676002,0.12077578,0.103949726,103
170,Accounting,Price,False,False,False,-0.041005265,-0.042706843,0.12157769,0.09782052,103
171,Accounting,Price,False,False,False,-0.020605816,-0.020506559,0.120993964,0.11144704,103
172,Accounting,Price,False,False,False,0.05690557,0.047292225,0.123165146,0.15913147,103
173,Accounting,Price,False,False,False,-0.0025060985,-0.00025844108,0.111712344,0.13427688,103
174,Accounting,Price,False,False,False,-0.04262079,-0.05615422,0.10342162,0.11000169,103
175,Accounting,Price,False,False,False,-0.016450675,-0.020979704,0.11607745,0.10975932,103
176,Accounting,Price,False,False,False,-0.00071892474,-0.013851773,0.11614724,0.114605,103
177,Accounting,Price,False,False,False,0.008234068,0.018057555,0.11615135,0.11760251,103
178,Accounting,Price,False,False,False,-0.019507006,-0.018126462,0.115757406,0.10994808,103
179,Accounting,Price,False,False,False,-0.029922765,-0.026946086,0.11248725,0.10193965,103
180,Accounting,Price,False,False,False,0.024880845,0.03155267,0.12585579,0.1329291,103
181,Accounting,Accounting,True,False,False,0.1982839,0.20045365,0.20190138,0.15016451,103
182,Accounting,Accounting,True,False,False,0.084192075,0.07711157,0.14475615,0.052822936,91
183,Accounting,Accounting,True,False,False,-0.026273403,-0.025747517,0.11325547,0.09691498,103
184,Accounting,Accounting,True,False,False,-0.08499016,-0.08540098,0.07532161,0.054434687,102
185,Accounting,Accounting,True,False,False,0.0024698651,-0.0031874552,0.1806373,0.08130165,103
186,Accounting,Accounting,True,False,False,0.030893585,0.01720908,0.18775749,0.078260876,103
187,Accounting,Accounting,True,False,False,0.07171912,0.054032296,0.18370016,0.10232434,103
188,Accounting,Accounting,True,False,False,0.037840135,0.008287073,0.16083029,0.08674164,103
189,Accounting,Accounting,True,False,False,-0.16170566,-0.1862256,0.0847324,0.07176945,103
190,Accounting,Accounting,True,True,False,0.87766147,0.882041,0.3950948,0.48515913,103
191,Accounting,Accounting,True,True,False,0.6243456,0.62413985,0.2622052,0.3259145,103
192,Accounting,Price,False,False,False,0.055519708,0.100652896,0.11812706,0.14063692,103
193,Accounting,Price,False,False,False,0.0053641633,0.012010025,0.115133606,0.11206684,103
194,Accounting,Price,False,False,False,-0.011520643,-0.008766661,0.10072793,0.11572847,103
195,Accounting,Price,False,False,False,-0.010459297,-0.00940116,0.09896109,0.11517171,103
196,Accounting,Accounting,True,False,False,0.032151297,0.020279828,0.13326722,0.09285162,91
197,Accounting,Accounting,True,False,False,0.009700816,-0.0019547804,0.13603863,0.07650598,103
198,Accounting,Event,False,False,False,0.014531186,0.016588023,0.0,0.011810889,99
199,Accounting,Accounting,True,False,False,0.024985857,0.016092133,0.12380173,0.019659236,103
200,Accounting,Price,False,False,False,-0.019813702,-0.019769246,0.09135099,0.12687612,103
201,Accounting,Price,False,False,False,-0.031157019,-0.029676002,0.12077578,0.103949726,103
202,Accounting,Price,False,False,False,-0.0018722976,0.0042627756,0.10934756,0.11571812,103
203,Accounting,Price,False,False,False,0.0001374588,0.0012947549,0.11015182,0.11363842,103
204,Accounting,Accounting,True,False,False,-0.123656325,-0.12354111,0.1316842,0.06403962,103
205,Accounting,Accounting,True,False,False,-0.09977493,-0.09475106,0.14264694,0.06848991,103
206,Accounting,Accounting,True,False,False,-0.0031980157,-0.011378424,0.111145794,0.11862096,103
207,Accounting,Accounting,True,False,False,0.13912229,0.13557555,0.16914174,0.0,103
208,Accounting,Trading,False,False,False,-0.056065384,-0.093601845,0.10522081,0.10340531,103
209,Accounting,Trading,False,False,False,-0.01283701,-0.034018442,0.10734143,0.12695658,86
210,Accounting,Price,False,False,False,-0.014175127,-0.014406791,0.117385484,0.11495164,103
211,Accounting,Accounting,True,False,False,0.025936648,0.030690864,0.08540271,0.0,92
212,Accounting,Accounting,True,False,False,0.18675081,0.19892816,0.1608346,0.13849503,103
213,Accounting,Accounting,True,False,False,-0.011493787,-0.03295694,0.121628545,0.11547611,103
214,Accounting,Accounting,True,True,True,1.0,1.0,1.0,1.0,103
215,Accounting,Price,False,False,False,-0.008916341,-0.004080559,0.11971719,0.11343593,102
216,Accounting,Trading,False,False,False,-0.0069485423,0.009886626,0.09153918,0.11950969,103
217,Accounting,Trading,False,False,False,-0.015791586,-0.0114664165,0.11185154,0.11678206,103
218,Accounting,Accounting,True,False,False,0.25595206,0.2522853,0.21909592,0.15317403,91
219,Accounting,Trading,False,False,False,-0.01496212,-0.017836712,0.0929821,0.0,103
220,Accounting,Trading,False,False,False,-0.012638545,-0.007981679,0.041943554,0.0,103
221,Accounting,Trading,False,False,False,-0.017308878,-0.017813347,0.08073661,0.0,103
222,Accounting,Price,False,False,False,-0.000728462,0.018230794,0.10894008,0.11100546,103
223,Accounting,Price,False,False,False,-0.025531914,-0.02954839,0.10049084,0.13325365,103
224,Accounting,Trading,False,False,False,0.01998615,0.036741868,0.10621283,0.14241293,103
225,Accounting,Price,False,False,False,-0.0023758118,-0.0056825066,0.12753993,0.11262681,103
226,Accounting,Trading,False,False,False,-0.11313648,-0.113839254,0.12452008,0.060443282,103
227,Accounting,Accounting,True,False,False,-0.053874347,-0.044146758,0.09153377,0.10971213,103
228,Accounting,Accounting,True,False,False,-0.13193132,-0.11990373,0.08788316,0.085212946,103
229,Accounting,Accounting,True,False,False,0.27404943,0.27813205,0.17962383,0.25386822,91
230,Accounting,Accounting,True,False,False,0.11263866,0.11501262,0.13505942,0.1878459,91
231,Accounting,Accounting,True,False,False,0.52919465,0.5296266,0.3477164,0.34186327,91
232,Accounting,Accounting,True,True,False,0.3272824,0.33583972,0.22682877,0.23086928,91
233,Accounting,Accounting,True,True,False,0.09509837,0.09676166,0.123600416,0.17622489,91
234,Accounting,Accounting,True,False,False,0.40555006,0.41209882,0.24246782,0.31485814,91
235,Accounting,Accounting,True,False,False,0.23668203,0.22790149,0.18405089,0.23791571,91
236,Accounting,Accounting,True,False,False,-0.13303295,-0.13016151,0.08571457,0.096383564,91
237,Accounting,Price,False,False,False,-0.009055323,-0.012356408,0.100271255,0.11613467,103
238,Accounting,Price,False,False,False,-0.009055323,-0.012356408,0.100271255,0.11613467,103
239,Accounting,Accounting,True,False,False,0.14958045,0.16152367,0.0,0.15747632,103
240,Accounting,Accounting,True,False,False,0.48944297,0.49355987,0.28604624,0.3201171,91
241,Accounting,Accounting,True,False,False,0.46482304,0.4675467,0.26498762,0.31599385,91
242,Accounting,Accounting,True,False,False,-0.14857972,-0.14624047,0.08899405,0.08607508,91
243,Accounting,Accounting,True,False,False,0.52919465,0.5296266,0.3477164,0.34186327,91
244,Accounting,Accounting,True,False,False,0.43842518,0.4375276,0.26321724,0.33068788,91
245,Accounting,Accounting,True,True,False,0.14881766,0.14964667,0.16205275,0.15378463,91
246,Accounting,Accounting,True,False,False,0.2189983,0.21787196,0.15630162,0.26904237,91
247,Accounting,Event,False,False,False,-0.01375788,-0.0092367325,0.004479455,0.0077743963,87
248,Accounting,Event,False,False,False,-0.0036089055,-0.004552353,0.0,0.02528455,97
249,Accounting,Event,False,False,False,0.012329464,0.0040730564,0.0,0.1248214,97
250,Accounting,Accounting,True,False,False,-0.08146943,-0.0833872,0.08943944,0.13990536,91
251,Accounting,Trading,False,False,False,0.027524253,0.03782157,0.13754386,0.10296492,103
252,Accounting,Accounting,True,False,False,-0.1831043,-0.18583958,0.08729337,0.08810173,79
253,Accounting,Other,False,False,False,-0.1543788,-0.1425531,0.09443653,0.08809173,103
254,Accounting,Accounting,True,False,False,0.07320252,0.07732783,0.13110156,0.13120927,103
255,Accounting,Accounting,True,False,False,-0.10140832,-0.10463047,0.09742104,0.08186648,103
256,Accounting,Accounting,True,True,False,0.1968306,0.22307807,0.10455161,0.22540835,103
257,Accounting,Accounting,True,True,False,0.25658217,0.25914434,0.16936369,0.22571392,67
258,Accounting,Accounting,True,False,False,-0.3301255,-0.33808273,0.048578028,0.07630467,91
259,Accounting,Accounting,True,False,False,0.016871398,0.021802278,0.10750938,0.15608814,91
260,Accounting,Accounting,True,False,False,-0.10052403,-0.09590418,0.08730859,0.12113058,91
261,Accounting,Other,False,False,False,-0.016847268,-0.0207901,0.103184365,0.105437525,92
262,Accounting,Other,False,False,False,-0.008467291,-0.0057605896,0.10596953,0.11516486,92
263,Accounting,Other,False,False,False,-0.007264417,-0.0035444591,0.10251453,0.116251014,92
264,Accounting,Price,False,False,False,-0.010794096,0.0041779564,0.098453335,0.1372415,103
265,Accounting,Price,False,False,False,0.096301384,0.08756762,0.11099166,0.15401113,103
266,Accounting,Price,False,False,False,0.096301384,0.08756762,0.11099166,0.15401113,103
267,Accounting,Trading,False,False,False,-0.0023133324,0.013909079,0.14196976,0.08990619,103
268,Accounting,Event,False,False,False,0.058256883,0.03532531,0.0,0.045004793,100
269,Accounting,Price,False,False,False,-0.064598955,-0.068875074,0.10470081,0.09785565,103
270,Accounting,Price,False,False,False,-0.13167301,-0.13001764,0.08852545,0.09987217,103
271,Accounting,Accounting,True,True,True,1.0,1.0,1.0,1.0,103
272,Accounting,Accounting,True,True,False,0.5089746,0.5076292,0.2959607,0.36437958,91
273,Accounting,Accounting,True,True,False,0.38889465,0.38650015,0.22625473,0.3007405,91
274,Accounting,Accounting,True,False,False,0.037816998,0.044272378,0.12027394,0.10972493,103
275,Accounting,Price,False,False,False,0.33899596,0.339203,0.21834855,0.2586386,103
276,Accounting,Price,False,False,False,0.098322935,0.10738703,0.11303054,0.16153611,103
277,Accounting,Accounting,True,False,False,-0.38437575,-0.39046937,0.04930225,0.03754783,68
278,Accounting,Price,False,False,False,-0.13237748,-0.12830207,0.08621086,0.10568386,103
279,Accounting,Price,False,False,False,-0.17355813,-0.1774591,0.08253988,0.09374151,103
280,Accounting,Price,False,False,False,-0.058393825,-0.06316417,0.10156402,0.124345705,103
281,Accounting,Price,False,False,False,0.26741552,0.27559894,0.18346527,0.24095197,103
282,Accounting,Price,False,False,False,0.08537879,0.08788227,0.11721085,0.15188368,103
283,Accounting,Price,False,False,False,0.064423785,0.0663619,0.118627824,0.12942788,103
284,Accounting,Price,False,False,False,-0.062178876,-0.061084375,0.10013794,0.11206111,103
285,Accounting,Price,False,False,False,-0.017920403,-0.021643177,0.1098231,0.1159195,103
286,Accounting,Price,False,False,False,-0.015177301,-0.01691017,0.10760345,0.10647671,100
287,Accounting,Price,False,False,False,-0.06650914,-0.063349456,0.0975946,0.10989755,103
288,Accounting,Price,False,False,False,-0.12601691,-0.11524734,0.081556626,0.09572108,103
289,Accounting,Price,False,False,False,0.12893337,0.119943656,0.14543998,0.18441449,103
290,Accounting,Accounting,True,False,False,0.19239405,0.18985163,0.17433326,0.19161603,103
291,Accounting,Accounting,True,False,False,0.08778966,0.08820301,0.13266438,0.10125133,91
292,Accounting,Accounting,True,False,False,-0.085780434,-0.07773386,0.090748094,0.0979435,103
293,Accounting,Accounting,True,False,False,-0.08400399,-0.090094075,0.06143451,0.060524583,102
294,Accounting,Accounting,True,False,False,-0.16561699,-0.16352512,0.09607549,0.09388419,103
295,Accounting,Accounting,True,False,False,-0.18768363,-0.19175306,0.09625496,0.08367193,103
296,Accounting,Accounting,True,False,False,-0.0027034911,-0.006488347,0.10784444,0.104134865,103
297,Accounting,Accounting,True,False,False,0.042537652,0.045418408,0.11779942,0.10408857,103
298,Accounting,Accounting,True,False,False,-0.03739633,-0.035346895,0.079552725,0.11533189,103
299,Accounting,Accounting,True,False,False,0.09313499,0.09659476,0.15051992,0.120026715,103
300,Accounting,Accounting,True,False,False,-0.05245993,-0.052728795,0.10868919,0.09319299,103
301,Accounting,Price,False,False,False,0.009930647,0.00882671,0.14714625,0.085494384,103
302,Accounting,Price,False,False,False,-0.0014599257,-0.006656328,0.110323444,0.104017995,103
303,Accounting,Price,False,False,False,0.01362795,0.010246067,0.109743066,0.11656114,103
304,Accounting,Price,False,False,False,0.014216327,0.0052606505,0.110781364,0.11137679,103
305,Accounting,Accounting,True,False,False,-0.25006616,-0.2504628,0.065768056,0.05311702,91
306,Accounting,Accounting,True,False,False,-0.06809791,-0.06314459,0.103878714,0.068454355,103
307,Accounting,Event,False,False,False,0.022342272,0.0178735,0.0,0.015604208,99
308,Accounting,Accounting,True,False,False,-0.06426725,-0.057541903,0.1161887,0.017589083,103
309,Accounting,Price,False,False,False,0.114167534,0.11409069,0.11224332,0.17459464,103
310,Accounting,Price,False,False,False,-0.13237746,-0.12830207,0.08621086,0.10568386,103
311,Accounting,Price,False,False,False,0.014730519,0.017252,0.11129851,0.116202824,103
312,Accounting,Price,False,False,False,0.017607395,0.018441498,0.11343163,0.1172331,103
313,Accounting,Accounting,True,False,False,-0.23705602,-0.24370998,0.063372694,0.085096024,103
314,Accounting,Accounting,True,False,False,-0.22214991,-0.21991086,0.080550775,0.0889956,103
315,Accounting,Accounting,True,False,False,0.18616195,0.18682301,0.14987013,0.22350268,103
316,Accounting,Accounting,True,False,False,0.060458884,0.0640474,0.14356777,0.0,103
