signal_date,observations,reported_ic,recalculated_ic,absolute_ic_difference,reported_spread,recalculated_spread,absolute_spread_difference
2016-06-30,2880,0.015222157193177141,0.01522215719317713,1.0408340855860843e-17,0.00016002131186874935,0.00016002131186874935,0.0
2018-12-31,1526,0.07085263239545443,0.07085263239545443,0.0,0.031228093490525487,0.031228093490525487,0.0
2021-06-30,2998,0.05689927797081212,0.056899277970812116,6.938893903907228e-18,0.0005417522572756794,0.0005417522572756794,0.0
2023-10-31,2997,0.05538579468597324,0.055385794685973266,2.7755575615628914e-17,0.007588524174502842,0.007588524174502842,0.0
2026-06-12,2980,0.1652098323710316,0.1652098323710316,0.0,0.05149854687965061,0.05149854687965061,0.0
