population,variant,allocation,metric,block_length_months,replications,observations,estimate,ci_2_5,bootstrap_median,ci_97_5,p_two_sided
gbp_fixed,broad,trailing_positive_evidence,ic,6,2000,67,0.043655029462504436,0.018683341698520952,0.043500721830011385,0.06847434151111464,0.001
gbp_fixed,broad,trailing_positive_evidence,spread,6,2000,67,0.004261760437791907,-0.003856394419268422,0.004200654833486958,0.012432294108153157,0.301
gbp_fixed,broad,trailing_positive_evidence,spread_winsorised,6,2000,67,0.005121389454610083,-0.002181266456157165,0.0052668651824619404,0.013013420913583212,0.199
gbp_fixed,broad,trailing_positive_evidence,net_spread_25bps,6,2000,66,0.0020869914875994012,-0.005901387592119748,0.0020863565424945,0.010124007892360527,0.62
gbp_fixed,broad,trailing_positive_evidence,ic,3,1000,67,0.043655029462504436,0.018621079624827588,0.044155813027363724,0.06728993230387528,0.0
gbp_fixed,broad,trailing_positive_evidence,spread,3,1000,67,0.004261760437791907,-0.0035330727399202912,0.0046683401587823345,0.012538821068692283,0.274
gbp_fixed,broad,trailing_positive_evidence,spread_winsorised,3,1000,67,0.005121389454610083,-0.002214965158450118,0.0052346966470824385,0.012673236800676566,0.198
gbp_fixed,broad,trailing_positive_evidence,net_spread_25bps,3,1000,66,0.0020869914875994012,-0.005633210125763515,0.002211323441138249,0.009648837528399751,0.596
gbp_fixed,broad,trailing_positive_evidence,ic,12,1000,67,0.043655029462504436,0.017087633730876985,0.04386806826050708,0.07211349168208002,0.0
gbp_fixed,broad,trailing_positive_evidence,spread,12,1000,67,0.004261760437791907,-0.003969366200968066,0.003699248415672922,0.012072868750078049,0.31
gbp_fixed,broad,trailing_positive_evidence,spread_winsorised,12,1000,67,0.005121389454610083,-0.0021933650471524153,0.005369153689234432,0.01298904819391146,0.184
gbp_fixed,broad,trailing_positive_evidence,net_spread_25bps,12,1000,66,0.0020869914875994012,-0.0055042225069952145,0.002278677834030378,0.010130471340104167,0.6
gbp_fixed,broad_deduplicated,equal_group,ic,6,2000,103,0.027422199658942693,0.007803369578923783,0.028011516810251786,0.0441273875662193,0.012
gbp_fixed,broad_deduplicated,equal_group,spread,6,2000,103,0.004308079203740295,-0.002288584137787399,0.004314853703866637,0.009752571943320843,0.184
gbp_fixed,broad_deduplicated,equal_group,spread_winsorised,6,2000,103,0.004714294726794704,-0.0012781378602065093,0.004896995259191062,0.010144087512416189,0.101
gbp_fixed,broad_deduplicated,equal_group,net_spread_25bps,6,2000,102,0.0025303554435699128,-0.0040438238125838,0.002588380949081989,0.008199104189994349,0.4
gbp_fixed,broad_deduplicated,equal_group,ic,3,1000,103,0.027422199658942693,0.009209904159091864,0.028079616228547565,0.04384489623054419,0.0
gbp_fixed,broad_deduplicated,equal_group,spread,3,1000,103,0.004308079203740295,-0.0016621291880157386,0.004344488887927365,0.009292894137110454,0.144
gbp_fixed,broad_deduplicated,equal_group,spread_winsorised,3,1000,103,0.004714294726794704,-0.0007619811840704275,0.004843075686660616,0.009803937094038626,0.088
gbp_fixed,broad_deduplicated,equal_group,net_spread_25bps,3,1000,102,0.0025303554435699128,-0.003146587387853697,0.0026397234748355637,0.007971529751672684,0.384
gbp_fixed,broad_deduplicated,equal_group,ic,12,1000,103,0.027422199658942693,0.006331362906839307,0.02726841386611458,0.046298589678561645,0.016
gbp_fixed,broad_deduplicated,equal_group,spread,12,1000,103,0.004308079203740295,-0.0017518015473340827,0.0044627211545366155,0.010102905223250497,0.176
gbp_fixed,broad_deduplicated,equal_group,spread_winsorised,12,1000,103,0.004714294726794704,-0.001618547374116866,0.0047600632549286166,0.01042326174710312,0.14
