population,variant,signal_date,signals,weighted_sleeve_turnover,aggregate_sleeve_turnover,trade_cancellation,aggregate_gross_exposure,aggregate_net_exposure,top10_trade_share,capacity_line_items,capacity_p10_gbp_at_1pct,capacity_median_gbp_at_1pct,capacity_p10_gbp_at_5pct,capacity_median_gbp_at_5pct,capacity_p10_gbp_at_10pct,capacity_median_gbp_at_10pct
gbp_fixed,broad_deduplicated,2024-01-31,106,0.5865377884526427,0.1513816021630536,0.741906480463234,0.3514207122999021,2.6020852139652106e-18,0.015978469790371184,2998,240335637.82548743,2140474653.67694,1201678189.127437,10702373268.3847,2403356378.254874,21404746536.7694
gbp_fixed,broad_deduplicated,2024-02-29,106,0.26951495989891805,0.09305579849441697,0.6547286335076996,0.3558945189231894,1.0408340855860843e-17,0.015706208296655033,2997,417065751.89339507,4120827590.8714595,2085328759.4669755,20604137954.357296,4170657518.933951,41208275908.71459
gbp_fixed,broad_deduplicated,2024-04-30,106,0.6010726248301969,0.16584496395238352,0.7240849822444755,0.396092393238807,-6.938893903907228e-18,0.015409112897071161,2996,222807407.4143819,2721274887.7842226,1114037037.0719094,13606374438.921112,2228074074.143819,27212748877.842224
gbp_fixed,broad_deduplicated,2024-05-31,106,0.3488758680834688,0.09945929327770023,0.7149149529198606,0.38426600201235117,-6.938893903907228e-18,0.017463367708182895,2966,445437116.2252143,4606464180.369524,2227185581.126072,23032320901.847622,4454371162.252144,46064641803.695244
gbp_fixed,broad_deduplicated,2024-07-31,106,0.6047624916433632,0.15065357230151855,0.7508880355788318,0.3439524217079292,-2.7755575615628914e-17,0.015936078216862996,2999,219914512.3633527,2568738106.0935884,1099572561.8167634,12843690530.467941,2199145123.633527,25687381060.935883
gbp_fixed,broad_deduplicated,2024-08-30,106,0.3728363361998601,0.10325125773022965,0.7230654641051899,0.3263598768973265,-1.3877787807814457e-17,0.018661805458513547,2927,422886581.5411352,3528646770.2771764,2114432907.7056758,17643233851.385883,4228865815.4113517,35286467702.77177
gbp_fixed,broad_deduplicated,2024-09-30,106,0.5479666871294866,0.1440240819973721,0.737166354488008,0.36766337018637696,-6.938893903907228e-18,0.01626438747262492,2999,251799037.118683,2184089737.441999,1258995185.593415,10920448687.209995,2517990371.18683,21840897374.41999
gbp_fixed,broad_deduplicated,2024-10-31,106,0.3504520708515623,0.0909631899757754,0.740440426690177,0.38078954423116007,8.326672684688674e-17,0.015468983568163999,2970,497638971.52270293,4301911385.506117,2488194857.613515,21509556927.530586,4976389715.22703,43019113855.06117
gbp_fixed,broad_deduplicated,2024-11-29,106,0.340144354040222,0.09565988911990626,0.7187667883248343,0.3607822065429066,3.469446951953614e-17,0.017494662822302783,2993,471343775.4881501,5740494611.924176,2356718877.4407506,28702473059.62088,4713437754.881501,57404946119.24176
gbp_fixed,broad_deduplicated,2024-12-31,106,0.9782322632594479,0.19188592613961694,0.8038442061803837,0.337445217038602,3.469446951953614e-18,0.014581575778879275,2032,432589398.72944075,4534782628.448778,2162946993.647204,22673913142.24389,4325893987.294408,45347826284.48778
gbp_fixed,broad_deduplicated,2025-01-31,106,1.236027969035534,0.22941524403787777,0.8143931611702208,0.33586357205977646,-1.214306433183765e-17,0.01722123355259125,1844,108633787.96544965,1546387007.0403523,543168939.8272482,7731935035.201761,1086337879.6544964,15463870070.403522
gbp_fixed,broad_deduplicated,2025-02-28,106,0.9250534814562293,0.1694780962232194,0.8167910292533301,0.3489798056412169,1.3877787807814457e-17,0.01512530801646109,2776,275578479.7259581,3044101121.276819,1377892398.6297908,15220505606.384094,2755784797.2595816,30441011212.76819
gbp_fixed,broad_deduplicated,2025-03-31,106,0.6562971922320071,0.17307865892437901,0.7362800557842488,0.37599752615485915,2.7755575615628914e-17,0.015308119147990277,2795,280529080.0680745,3267055751.78692,1402645400.3403726,16335278758.9346,2805290800.680745,32670557517.8692
gbp_fixed,broad_deduplicated,2025-04-30,106,0.481978851821198,0.11406036136860861,0.7633498628879216,0.35655215950439734,-2.0816681711721685e-17,0.019549660801865754,2952,491209638.5928789,5403723386.187492,2456048192.9643946,27018616930.93746,4912096385.928789,54037233861.87492
gbp_fixed,broad_deduplicated,2025-05-30,106,0.43020097696774195,0.09961197232426626,0.7684524730130133,0.37120211945453796,3.8163916471489756e-17,0.02136564848965725,2710,570643294.384856,6515190115.705967,2853216471.92428,32575950578.52984,5706432943.84856,65151901157.05968
gbp_fixed,broad_deduplicated,2025-06-30,106,0.723467125267612,0.1741100075996947,0.7593394343450077,0.33616265669194195,9.540979117872439e-18,0.01510117442883809,2996,221849253.46032903,2751471560.8607464,1109246267.3016453,13757357804.303734,2218492534.6032906,27514715608.607468
gbp_fixed,broad_deduplicated,2025-07-31,106,0.28810463659775293,0.08721351696798707,0.6972852710810302,0.3366457167990597,-4.163336342344337e-17,0.014608430217586604,2997,551515531.3019973,5601710828.890347,2757577656.509987,28008554144.451736,5515155313.019974,56017108288.90347
gbp_fixed,broad_deduplicated,2025-09-30,106,0.6214185527280925,0.14050669279327643,0.7738936306673863,0.32752290154769037,1.0408340855860843e-17,0.016598638708704115,2999,306103851.81346583,4435782570.454035,1530519259.0673294,22178912852.270172,3061038518.134659,44357825704.540344
gbp_fixed,broad_deduplicated,2025-10-31,106,0.3120171768184493,0.08047127172461235,0.7420934560553522,0.3239563065940594,3.8163916471489756e-17,0.02210955985653856,2921,759359341.2620862,9124020448.515972,3796796706.310431,45620102242.579865,7593593412.620862,91240204485.15973
gbp_fixed,broad_deduplicated,2025-12-31,106,1.0130450495103247,0.18819020771610617,0.8142331302965533,0.33928511598754807,-3.469446951953614e-17,0.01664562600073636,2034,535759388.3210075,5265599651.217564,2678796941.605037,26327998256.087814,5357593883.210074,52655996512.17563
